NEW_OBJECTID,OLD_OBJECTID,LINEARID,NAME,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,Truck_Route,START_BLK,END_BLK,START_ZONE,END_ZONE,DST_1,DST_2,DST_3,DST_4,DST_5,DST_6,DST_7,DST_8,DST_9,DST_10,DST_11,DST_12,Border,NSEW,Deadend,Block_ID,X_BLOCKS,Y_BLOCKS
1340,1340,1.10E+11,South Blvd,-87.690066,42.027797,-87.69124101,42.0277769,-87.692416,42.027756,N,1.70E+11,1.70E+11,R2,R3,542.2818973,790.1079073,2038.738841,3644.2725,1497.552831,3982.020787,2259.501839,418.726358,4343.134112,3187.140914,761.4835966,4868.431043,N,N,0,515,-87.69122803,42.02839827
1668,1668,1.10E+11,Asbury Ave,-87.690066,42.027797,-87.69005314,42.02841799,-87.690041,42.029039,N,1.70E+11,1.70E+11,R2,R2,632.4591241,903.7993226,1969.781235,3583.754524,1377.012677,3952.536023,2265.828852,373.9266968,4252.750343,3208.86008,724.496163,4847.395029,N,W,0,515,-87.69122803,42.02839827
2791,535,1.10E+11,Wesley Ave,-87.692416,42.027756,-87.69240248,42.02837849,-87.69239,42.029001,N,1.70E+11,1.70E+11,R3,R2,919.0841163,720.1326303,1973.435519,3569.243838,1549.103973,3885.102744,2148.098303,533.8526815,4299.431592,3071.895907,677.2361506,4766.832227,N,E,0,515,-87.69122803,42.02839827
2792,536,1.10E+11,Seward St,-87.690041,42.029039,-87.6912155,42.02901969,-87.69239,42.029001,N,1.70E+11,1.70E+11,R2,R2,956.3764834,837.8908276,1899.731229,3506.128887,1429.82142,3853.670398,2152.605653,490.4515926,4207.044377,3092.906856,628.2019219,4744.354263,N,S,0,515,-87.69122803,42.02839827
1341,1341,1.10E+11,Kirk St,-87.697932,42.024827,-87.6987145,42.02481491,-87.699497,42.024803,N,1.70E+11,1.70E+11,R1,R2,3075.506278,200.2741445,2446.758632,3967.736503,2195.370196,4125.410078,2253.137775,1009.750122,4828.472427,3054.243183,1152.589547,4951.208057,N,N,0,516,-87.69885556,42.02571275
1343,1343,1.10E+11,Darrow Ave,-87.697932,42.024827,-87.69791654,42.02572697,-87.697906,42.026627,N,1.70E+11,1.70E+11,R1,R2,442.017514,217.893318,2331.947163,3861.999009,2088.361152,4039.68902,2181.757435,933.1169783,4710.855231,3006.318615,1033.730889,4874.517675,N,W,0,516,-87.69885556,42.02571275
1348,1348,1.10E+12,Dodge Ave,-87.699497,42.024803,-87.69948063,42.02570299,-87.699465,42.026603,Y,1.70E+11,1.70E+11,R2,R2,527.6895977,93.23821855,2367.732971,3873.456262,2203.585519,4015.581825,2138.413535,1061.669857,4755.56065,2936.614197,1088.017908,4837.619374,N,W,0,516,-87.69885556,42.02571275
3561,1348,1.10E+12,Dodge Ave,-87.699497,42.024803,-87.69948063,42.02570299,-87.699465,42.026603,Y,1.70E+11,1.70E+11,R2,R2,527.6895977,93.23821855,2367.732971,3873.456262,2203.585519,4015.581825,2138.413535,1061.669857,4755.56065,2936.614197,1088.017908,4837.619374,N,E,0,516,-87.69885556,42.02571275
3563,1350,1.10E+12,Oakton St,-87.697906,42.026627,-87.69868551,42.02661588,-87.699465,42.026603,N,1.70E+11,1.70E+11,R2,R2,452.4233721,167.3430406,2251.531264,3766.589661,2100.027435,3928.852005,2065.801431,995.3532164,4637.379372,2888.605527,967.4502402,4760.198899,N,S,0,516,-87.69885556,42.02571275
1345,1345,1.10E+12,Oakton St,-87.694802,42.026674,-87.69557198,42.0266607,-87.696342,42.02665,N,1.70E+11,1.70E+11,R1,R2,482.331272,415.177297,2191.623419,3752.386249,1869.082649,3986.491304,2169.959676,739.897213,4553.337581,3039.30539,880.0241894,4841.793914,N,N,0,517,-87.69603104,42.02698434
1346,1346,1.10E+11,Florence Ave,-87.694802,42.026674,-87.69478825,42.02708594,-87.694779,42.027498,N,1.70E+11,1.70E+11,R1,R2,32.11754805,488.3441476,2135.125363,3705.256786,1789.806556,3959.148224,2160.016785,680.4727113,4489.665539,3044.153535,822.6498142,4821.294451,N,W,0,517,-87.69603104,42.02698434
1352,1352,1.10E+12,Oakton St,-87.696342,42.02665,-87.69673449,42.02664349,-87.697127,42.026638,N,1.70E+11,1.70E+11,R2,R2,404.2601054,321.1184405,2210.766441,3755.707603,1954.603161,3963.185362,2128.111778,835.22947,4583.274751,2981.39915,905.2616422,4809.94644,N,N,0,517,-87.69603104,42.02698434
3569,1356,1.10E+11,Dewey Ave,-87.697127,42.026638,-87.69711699,42.02705099,-87.697108,42.027464,N,1.70E+11,1.70E+11,R2,R2,277.3464942,305.0547069,2172.815737,3711.145505,1962.617972,3911.194579,2073.376707,870.1464219,4549.593639,2926.099263,872.0196575,4756.357309,N,E,0,517,-87.69603104,42.02698434
3570,1357,1.10E+11,South Blvd,-87.694779,42.027498,-87.69594349,42.02748059,-87.697108,42.027464,N,1.70E+11,1.70E+11,R2,R2,94.6898946,412.6835855,2106.431031,3660.860872,1854.830289,3889.918629,2074.776229,781.2389313,4474.442942,2949.090684,797.3964943,4745.238313,N,S,0,517,-87.69603104,42.02698434
1350,1350,1.10E+12,Oakton St,-87.697906,42.026627,-87.69868551,42.02661588,-87.699465,42.026603,N,1.70E+11,1.70E+11,R2,R2,452.4233721,167.3430406,2251.531264,3766.589661,2100.027435,3928.852005,2065.801431,995.3532164,4637.379372,2888.605527,967.4502402,4760.198899,N,N,0,518,-87.69821025,42.02695225
1351,1351,1.10E+12,Oakton St,-87.697127,42.026638,-87.69751649,42.02663149,-87.697906,42.026627,N,1.70E+11,1.70E+11,R2,R2,391.9841741,258.4785015,2225.908429,3759.355315,2012.663346,3948.778646,2101.983279,899.389768,4604.464983,2943.590849,927.456408,4789.522164,N,N,0,518,-87.69821025,42.02695225
1356,1356,1.10E+11,Dewey Ave,-87.697127,42.026638,-87.69711699,42.02705099,-87.697108,42.027464,N,1.70E+11,1.70E+11,R2,R2,277.3464942,305.0547069,2172.815737,3711.145505,1962.617972,3911.194579,2073.376707,870.1464219,4549.593639,2926.099263,872.0196575,4756.357309,N,W,0,518,-87.69821025,42.02695225
3566,1353,1.10E+12,Dodge Ave,-87.699465,42.026603,-87.6994553,42.027017,-87.699446,42.027431,Y,1.70E+11,1.70E+11,R2,R2,385.1406971,144.5619725,2226.532981,3726.839381,2139.301126,3871.864841,2000.987716,1061.285793,4616.866441,2815.596144,958.1475253,4697.990557,N,E,0,518,-87.69821025,42.02695225
3568,1355,1.10E+11,South Blvd,-87.697108,42.027464,-87.69827698,42.02744587,-87.699446,42.027431,N,1.70E+11,1.70E+11,R2,R2,112.7587884,246.5574111,2153.088196,3671.728288,2031.331363,3845.673689,1993.295231,970.1764956,4538.648179,2833.180776,869.3730982,4682.941972,N,S,0,518,-87.69821025,42.02695225
1353,1353,1.10E+12,Dodge Ave,-87.699465,42.026603,-87.6994553,42.027017,-87.699446,42.027431,Y,1.70E+11,1.70E+11,R2,R2,385.1406971,144.5619725,2226.532981,3726.839381,2139.301126,3871.864841,2000.987716,1061.285793,4616.866441,2815.596144,958.1475253,4697.990557,N,W,0,519,-87.70043041,42.02702628
1354,1354,1.10E+12,Dodge Ave,-87.699446,42.027431,-87.69944487,42.0274785,-87.699444,42.027526,Y,1.70E+11,1.70E+11,R2,R2,218.8771575,188.3138393,2177.084838,3675.341347,2118.564784,3821.474054,1953.098219,1065.846775,4568.233607,2773.761239,913.6998602,4649.097313,N,W,0,519,-87.70043041,42.02702628
1460,1460,1.10E+12,Oakton St,-87.699465,42.026603,-87.70063551,42.02657599,-87.701806,42.026548,Y,1.70E+11,1.70E+11,R2,R2,1148.820992,64.90665719,2304.045397,3785.603582,2247.970655,3902.186979,2015.707934,1155.445774,4697.591967,2803.137604,1051.767744,4716.728428,N,N,0,519,-87.70043041,42.02702628
3662,1460,1.10E+12,Oakton St,-87.699465,42.026603,-87.70063551,42.02657599,-87.701806,42.026548,Y,1.70E+11,1.70E+11,R2,R2,1148.820992,64.90665719,2304.045397,3785.603582,2247.970655,3902.186979,2015.707934,1155.445774,4697.591967,2803.137604,1051.767744,4716.728428,N,S,0,519,-87.70043041,42.02702628
3663,1461,1.10E+11,Warren St,-87.699444,42.027526,-87.700615,42.02749967,-87.701786,42.027473,N,1.70E+11,1.70E+11,R2,R2,319.0019644,167.8648826,2206.27824,3682.754261,2207.168241,3800.779337,1918.036142,1161.617505,4600.894818,2717.407929,966.7183329,4618.17885,N,S,0,519,-87.70043041,42.02702628
3665,1463,1.10E+11,Grey Ave,-87.701806,42.026548,-87.70179624,42.02701051,-87.701786,42.027473,N,1.70E+11,1.70E+11,R2,R2,270.917774,153.1310813,2292.383432,3749.316809,2317.546145,3838.69381,1941.963612,1253.209809,4688.304907,2711.491344,1069.981935,4643.828934,N,E,0,519,-87.70043041,42.02702628
1355,1355,1.10E+11,South Blvd,-87.697108,42.027464,-87.69827698,42.02744587,-87.699446,42.027431,N,1.70E+11,1.70E+11,R2,R2,112.7587884,246.5574111,2153.088196,3671.728288,2031.331363,3845.673689,1993.295231,970.1764956,4538.648179,2833.180776,869.3730982,4682.941972,N,N,0,520,-87.69850376,42.02778492
1361,1361,1.10E+11,Dewey Ave,-87.697108,42.027464,-87.69710099,42.02786749,-87.697095,42.028271,N,1.70E+11,1.70E+11,R2,R2,482.5022717,351.5909383,2083.501316,3619.825374,1923.873252,3823.097126,1992.086831,882.9373881,4462.508114,2855.264017,786.2868437,4671.04121,N,W,0,520,-87.69850376,42.02778492
3567,1354,1.10E+12,Dodge Ave,-87.699446,42.027431,-87.69944487,42.0274785,-87.699444,42.027526,Y,1.70E+11,1.70E+11,R2,R2,218.8771575,188.3138393,2177.084838,3675.341347,2118.564784,3821.474054,1953.098219,1065.846775,4568.233607,2773.761239,913.6998602,4649.097313,N,E,0,520,-87.69850376,42.02778492
3572,1359,1.10E+12,Dodge Ave,-87.699444,42.027526,-87.69943499,42.02788049,-87.699427,42.028235,Y,1.70E+11,1.70E+11,R2,R2,431.9414806,229.1381395,2134.076947,3630.481344,2101.308504,3777.622031,1911.567197,1071.76784,4525.902921,2737.631861,875.589819,4606.57796,N,E,0,520,-87.69850376,42.02778492
3573,1360,1.10E+11,Keeney St,-87.697095,42.028271,-87.69826099,42.02825227,-87.699427,42.028235,N,1.70E+11,1.70E+11,R2,R2,445.6216971,313.9993136,2065.899457,3581.621938,1996.282978,3758.179194,1911.669019,985.3810466,4453.288691,2762.268983,789.3052937,4598.179543,N,S,0,520,-87.69850376,42.02778492
1370,1370,1.10E+12,Church St,-87.730031,42.048006,-87.731241,42.048006,-87.732451,42.048005,N,1.70E+11,1.70E+11,,,2153.617918,3525.812708,3289.41674,3240.547942,4816.475616,2338.422763,1964.030603,4404.50379,4666.75154,1014.114732,3457.226474,2435.875983,N,N,0,521,-87.73120346,42.04981874
1373,1373,1.10E+11,,-87.730031,42.048006,-87.73001199,42.04891299,-87.729994,42.04982,N,1.70E+11,1.70E+11,,,398.9508369,3527.189118,3197.33073,3106.567221,4753.733309,2196.353354,1894.582906,4378.563468,4532.496521,922.132714,3413.938543,2298.41258,N,W,0,521,-87.73120346,42.04981874
1377,1377,1.10E+11,,-87.732451,42.048005,-87.73241302,42.04981799,-87.732376,42.051631,N,1.70E+11,1.70E+11,,,3064.199535,3737.095515,3404.932989,3250.29054,4973.755514,2299.257764,2113.73923,4598.226552,4673.462963,1134.267556,3635.715748,2312.911637,Y,W,0,521,-87.73120346,42.04981874
1379,1379,1.10E+11,,-87.729994,42.04982,-87.72997521,42.05072649,-87.729957,42.051633,N,1.70E+11,1.70E+11,,,883.6789174,3675.217124,3221.279253,3026.884038,4822.978805,2075.853974,1963.147728,4496.611611,4449.509977,969.3218574,3512.449973,2120.160976,N,W,0,521,-87.73120346,42.04981874
3589,1378,1.10E+11,Emerson St,-87.729957,42.051633,-87.7311665,42.051631,-87.732376,42.051631,N,1.70E+11,1.70E+11,,,995.4591991,3815.854657,3335.513164,3085.839632,4951.958624,2106.552433,2093.917955,4635.940996,4504.06284,1097.886317,3648.90011,2087.488463,N,S,0,521,-87.73120346,42.04981874
4485,1377,1.10E+11,,-87.732451,42.048005,-87.73241302,42.04981799,-87.732376,42.051631,N,1.70E+11,1.70E+11,,,3064.199535,3737.095515,3404.932989,3250.29054,4973.755514,2299.257764,2113.73923,4598.226552,4673.462963,1134.267556,3635.715748,2312.911637,Y,E,0,521,-87.73120346,42.04981874
1371,1371,1.10E+12,Church St,-87.728825,42.048008,-87.729428,42.0480065,-87.730031,42.048006,N,1.70E+11,1.70E+11,,,2242.176631,3420.709451,3140.734815,3105.985502,4675.072913,2223.159691,1819.800191,4281.078505,4532.182049,865.1505039,3324.111042,2366.89257,N,N,0,522,-87.72940801,42.04891337
1375,1375,1.10E+11,,-87.728825,42.048008,-87.72880306,42.04891397,-87.728784,42.04982,N,1.70E+11,1.70E+11,,,400.6082965,3459.733979,3098.488484,3016.00335,4660.303938,2118.568548,1800.216768,4297.966701,4442.180938,823.9149812,3326.927381,2253.139734,N,W,0,522,-87.72940801,42.04891337
3585,1373,1.10E+11,,-87.730031,42.048006,-87.73001199,42.04891299,-87.729994,42.04982,N,1.70E+11,1.70E+11,,,398.9508369,3527.189118,3197.33073,3106.567221,4753.733309,2196.353354,1894.582906,4378.563468,4532.496521,922.132714,3413.938543,2298.41258,N,E,0,522,-87.72940801,42.04891337
3586,1374,1.10E+11,,-87.728784,42.04982,-87.729389,42.04982,-87.729994,42.04982,N,1.70E+11,1.70E+11,,,930.5302529,3567.310714,3158.472904,3019.36359,4740.991611,2094.321646,1880.078691,4396.954647,4444.430796,892.5150504,3419.082833,2184.797794,N,S,0,522,-87.72940801,42.04891337
1372,1372,1.10E+12,Church St,-87.72761,42.048008,-87.7282175,42.048008,-87.728825,42.048008,N,1.70E+11,1.70E+11,,,2360.430888,3352.486475,3041.492814,3016.839635,4580.974514,2148.42739,1723.993429,4199.672242,4442.788819,765.7135666,3236.068461,2324.896836,N,N,0,523,-87.72818035,42.04982007
1376,1376,1.11E+12,Crawford Ave,-87.72761,42.048008,-87.72759308,42.04891449,-87.727577,42.049821,N,1.70E+11,1.70E+11,,,502.8975277,3393.75439,2999.590884,2925.956021,4567.027613,2042.626134,1706.322373,4218.07254,4352.204477,725.9209454,3240.528198,2211.420856,N,W,0,523,-87.72818035,42.04982007
1383,1383,1.11E+12,Crawford Ave,-87.727577,42.049821,-87.72755799,42.05072599,-87.72754,42.051631,N,1.70E+11,1.70E+11,,,771.4591219,3547.449955,3025.418261,2841.652987,4639.243715,1913.04677,1782.533301,4340.604984,4266.081298,785.8395989,3344.340316,2026.106191,N,W,0,523,-87.72818035,42.04982007
3587,1375,1.10E+11,,-87.728825,42.048008,-87.72880306,42.04891397,-87.728784,42.04982,N,1.70E+11,1.70E+11,,,400.6082965,3459.733979,3098.488484,3016.00335,4660.303938,2118.568548,1800.216768,4297.966701,4442.180938,823.9149812,3326.927381,2253.139734,N,E,0,523,-87.72818035,42.04982007
3592,1381,1.10E+11,,-87.728784,42.04982,-87.72876599,42.05072649,-87.728749,42.051633,N,1.70E+11,1.70E+11,,,953.4703114,3610.520403,3123.258918,2933.991385,4730.923952,1993.579946,1872.348065,4418.157276,4357.571317,876.7153627,3427.957962,2071.237514,N,E,0,523,-87.72818035,42.04982007
3593,1382,1.10E+11,Emerson St,-87.72754,42.051631,-87.7281445,42.0516315,-87.728749,42.051633,N,1.70E+11,1.70E+11,,,842.3064439,3656.698594,3091.910025,2850.764609,4723.616609,1894.489774,1871.526999,4442.156219,4272.145039,875.5185888,3440.574876,1957.886959,N,S,0,523,-87.72818035,42.04982007
1374,1374,1.10E+11,,-87.728784,42.04982,-87.729389,42.04982,-87.729994,42.04982,N,1.70E+11,1.70E+11,,,930.5302529,3567.310714,3158.472904,3019.36359,4740.991611,2094.321646,1880.078691,4396.954647,4444.430796,892.5150504,3419.082833,2184.797794,N,N,0,524,-87.7293708,42.0507265
1381,1381,1.10E+11,,-87.728784,42.04982,-87.72876599,42.05072649,-87.728749,42.051633,N,1.70E+11,1.70E+11,,,953.4703114,3610.520403,3123.258918,2933.991385,4730.923952,1993.579946,1872.348065,4418.157276,4357.571317,876.7153627,3427.957962,2071.237514,N,W,0,524,-87.7293708,42.0507265
3590,1379,1.10E+11,,-87.729994,42.04982,-87.72997521,42.05072649,-87.729957,42.051633,N,1.70E+11,1.70E+11,,,883.6789174,3675.217124,3221.279253,3026.884038,4822.978805,2075.853974,1963.147728,4496.611611,4449.509977,969.3218574,3512.449973,2120.160976,N,E,0,524,-87.7293708,42.0507265
3591,1380,1.10E+11,Emerson St,-87.728749,42.051633,-87.729353,42.051633,-87.729957,42.051633,N,1.70E+11,1.70E+11,,,711.1523594,3719.317382,3189.275122,2944.446556,4814.766926,1978.178896,1959.796045,4519.12819,4364.602928,963.001849,3523.364164,2006.868625,N,S,0,524,-87.7293708,42.0507265
1380,1380,1.10E+11,Emerson St,-87.728749,42.051633,-87.729353,42.051633,-87.729957,42.051633,N,1.70E+11,1.70E+11,,,711.1523594,3719.317382,3189.275122,2944.446556,4814.766926,1978.178896,1959.796045,4519.12819,4364.602928,963.001849,3523.364164,2006.868625,N,N,0,525,-87.72933109,42.05296411
1386,1386,1.10E+11,,-87.728749,42.051633,-87.72872266,42.05295571,-87.728759,42.054267,N,1.70E+11,1.70E+11,,,2920.646796,3802.71851,3171.465337,2849.898811,4828.219438,1858.921802,1986.172986,4574.122344,4264.617968,996.053459,3564.277384,1853.561165,N,W,0,525,-87.72933109,42.05296411
3596,1385,1.10E+11,,-87.729957,42.051633,-87.72997717,42.05297671,-87.729789,42.054291,N,1.70E+11,1.70E+11,,,3084.195818,3868.266798,3272.103774,2948.254981,4922.742307,1948.94609,2076.215025,4654.229692,4361.185375,1082.531679,3649.909583,1908.056188,N,E,0,525,-87.72933109,42.05296411
3598,1387,1.10E+11,,-87.728759,42.054267,-87.72927152,42.054291,-87.729789,42.054291,N,1.70E+11,1.70E+11,,,2946.953501,3949.016937,3254.55429,2854.881619,4933.904464,1833.182586,2104.770792,4706.557368,4260.087281,1124.195126,3689.216866,1754.417567,N,S,0,525,-87.72933109,42.05296411
1391,1391,1.11E+12,Crawford Ave,-87.731186,42.069172,-87.7321111,42.07041806,-87.732353,42.071932,N,1.70E+11,1.70E+11,R2,,5301.9311,5605.500581,4324.247234,3219.590795,6136.367378,2184.265973,3578.522193,6197.70008,4330.320368,2759.876658,5130.806408,1312.489985,Y,W,0,526,-87.73023248,42.07102588
1395,1395,1.10E+11,Glenview Rd,-87.729163,42.069618,-87.73017433,42.06939425,-87.731186,42.069172,N,1.70E+11,1.70E+11,,R2,3564.387182,5430.99962,4128.527194,3030.579353,5941.056353,1989.639392,3395.841649,6010.571757,4159.437928,2593.978767,4942.65081,1128.842111,N,N,0,526,-87.73023248,42.07102588
1398,1398,1.11E+12,,-87.728687,42.069772,-87.72891823,42.06967481,-87.729163,42.069618,N,1.70E+11,1.70E+11,,,4083.415517,5413.76737,4069.531277,2944.799878,5884.302576,1915.300456,3368.694653,5975.072777,4060.051311,2588.68195,4905.568867,1037.267565,N,N,0,526,-87.73023248,42.07102588
1402,1402,1.11E+12,,-87.727191,42.070973,-87.72793642,42.07036857,-87.728687,42.069772,N,1.70E+11,1.70E+11,,,3642.295904,5450.040778,4060.254392,2899.172597,5876.937177,1888.62491,3396.172745,5992.166113,3989.283418,2638.555567,4921.361227,986.8610175,N,N,0,526,-87.73023248,42.07102588
1405,1405,1.11E+12,,-87.731538,42.071921,-87.73194551,42.071926,-87.732353,42.071932,N,1.70E+11,1.70E+11,,,5174.956584,5749.390339,4422.383942,3270.711707,6237.643236,2259.552051,3713.06545,6324.913465,4340.677599,2910.675534,5256.142549,1358.244615,Y,N,0,526,-87.73023248,42.07102588
1406,1406,1.10E+11,,-87.730311,42.070251,-87.73139924,42.07059342,-87.731538,42.071921,N,1.70E+11,1.70E+11,,,5352.269999,5596.119875,4291.580647,3172.084396,6105.077275,2143.139099,3563.04915,6178.275257,4274.729122,2755.594661,5110.343854,1262.640064,N,W,0,526,-87.73023248,42.07102588
1407,1407,1.11E+12,,-87.730299,42.071902,-87.73091851,42.07191101,-87.731538,42.071921,N,1.70E+11,1.70E+11,,,5265.131061,5710.46766,4357.881966,3192.870981,6174.047487,2188.283411,3667.695478,6274.150203,4257.119099,2879.097797,5204.46476,1280.739001,Y,N,0,526,-87.73023248,42.07102588
1408,1408,1.10E+11,,-87.730311,42.070251,-87.73031512,42.07107647,-87.730299,42.071902,N,1.70E+11,1.70E+11,,,5356.69528,5604.836144,4258.939582,3110.057047,6074.517947,2095.441322,3562.129559,6169.380594,4193.795107,2774.446668,5099.88523,1197.775912,N,W,1,526,-87.73023248,42.07102588
1409,1409,1.11E+12,,-87.726311,42.071843,-87.72830452,42.07187482,-87.730299,42.071902,N,1.70E+11,1.70E+11,,,2940.450527,5616.113257,4197.050852,2996.450092,6014.646584,2011.618563,3558.845477,6148.469083,4044.639493,2808.802371,5077.076959,1088.228217,Y,N,0,526,-87.73023248,42.07102588
1410,1410,1.11E+12,,-87.726311,42.071843,-87.72670265,42.07137687,-87.727191,42.070973,N,1.70E+11,1.70E+11,,,3016.214947,5512.571962,4063.60277,2853.697081,5881.364832,1873.601021,3449.240389,6029.308297,3905.546825,2721.333941,4957.468765,946.4851408,N,N,0,526,-87.73023248,42.07102588
3611,1406,1.10E+11,,-87.730311,42.070251,-87.73139924,42.07059342,-87.731538,42.071921,N,1.70E+11,1.70E+11,,,5352.269999,5596.119875,4291.580647,3172.084396,6105.077275,2143.139099,3563.04915,6178.275257,4274.729122,2755.594661,5110.343854,1262.640064,N,E,1,526,-87.73023248,42.07102588
3612,1408,1.10E+11,,-87.730311,42.070251,-87.73031512,42.07107647,-87.730299,42.071902,N,1.70E+11,1.70E+11,,,5356.69528,5604.836144,4258.939582,3110.057047,6074.517947,2095.441322,3562.129559,6169.380594,4193.795107,2774.446668,5099.88523,1197.775912,N,E,0,526,-87.73023248,42.07102588
4487,1391,1.11E+12,Crawford Ave,-87.731186,42.069172,-87.7321111,42.07041806,-87.732353,42.071932,N,1.70E+11,1.70E+11,R2,,5301.9311,5605.500581,4324.247234,3219.590795,6136.367378,2184.265973,3578.522193,6197.70008,4330.320368,2759.876658,5130.806408,1312.489985,Y,E,0,526,-87.73023248,42.07102588
4491,1405,1.11E+12,,-87.731538,42.071921,-87.73194551,42.071926,-87.732353,42.071932,N,1.70E+11,1.70E+11,,,5174.956584,5749.390339,4422.383942,3270.711707,6237.643236,2259.552051,3713.06545,6324.913465,4340.677599,2910.675534,5256.142549,1358.244615,Y,S,0,526,-87.73023248,42.07102588
4492,1407,1.11E+12,,-87.730299,42.071902,-87.73091851,42.07191101,-87.731538,42.071921,N,1.70E+11,1.70E+11,,,5265.131061,5710.46766,4357.881966,3192.870981,6174.047487,2188.283411,3667.695478,6274.150203,4257.119099,2879.097797,5204.46476,1280.739001,Y,S,1,526,-87.73023248,42.07102588
4493,1409,1.11E+12,,-87.726311,42.071843,-87.72830452,42.07187482,-87.730299,42.071902,N,1.70E+11,1.70E+11,,,2940.450527,5616.113257,4197.050852,2996.450092,6014.646584,2011.618563,3558.845477,6148.469083,4044.639493,2808.802371,5077.076959,1088.228217,Y,S,0,526,-87.73023248,42.07102588
1400,1400,1.10E+11,,-87.724852,42.069545,-87.72550255,42.06954299,-87.725713,42.069992,N,1.70E+11,1.70E+11,,,3597.319476,5285.232226,3850.553064,2678.96655,5667.95319,1671.515753,3221.653759,5803.720084,3779.446304,2499.210048,4732.035418,766.8311201,N,N,1,527,-87.72587493,42.07001559
1401,1401,1.10E+11,,-87.725713,42.069992,-87.72622049,42.07004374,-87.72668,42.070041,N,1.70E+11,1.70E+11,,,3661.412923,5359.861827,3931.905889,2755.279329,5749.307678,1752.052764,3298.188248,5883.00811,3844.756769,2567.084142,4811.431817,842.8042601,N,N,1,527,-87.72587493,42.07001559
3606,1400,1.10E+11,,-87.724852,42.069545,-87.72550255,42.06954299,-87.725713,42.069992,N,1.70E+11,1.70E+11,,,3597.319476,5285.232226,3850.553064,2678.96655,5667.95319,1671.515753,3221.653759,5803.720084,3779.446304,2499.210048,4732.035418,766.8311201,N,S,1,527,-87.72587493,42.07001559
3607,1401,1.10E+11,,-87.725713,42.069992,-87.72622049,42.07004374,-87.72668,42.070041,N,1.70E+11,1.70E+11,,,3661.412923,5359.861827,3931.905889,2755.279329,5749.307678,1752.052764,3298.188248,5883.00811,3844.756769,2567.084142,4811.431817,842.8042601,N,S,1,527,-87.72587493,42.07001559
3609,1403,1.10E+11,,-87.725713,42.069992,-87.72592856,42.07090448,-87.727191,42.070973,N,1.70E+11,1.70E+11,,,3559.788941,5439.227777,3981.174221,2773.441011,5798.943671,1790.919997,3373.806871,5950.324914,3834.406722,2655.46567,4878.389237,864.8560213,N,S,1,527,-87.72587493,42.07001559
1412,1412,1.10E+11,Colfax St,-87.698006,42.060863,-87.69919132,42.06083884,-87.700381,42.060851,N,1.70E+11,1.70E+11,R3,R3,4297.288209,3898.536183,1781.09433,312.6514227,3519.295183,796.5880798,2046.015536,4005.260083,1682.177981,2185.713023,2996.464207,1606.027084,N,N,0,528,-87.69947837,42.06153615
1415,1415,1.10E+12,Prairie Ave,-87.698006,42.060863,-87.69857704,42.0615432,-87.699153,42.062217,N,1.70E+11,1.70E+11,R3,R3,3693.576735,3979.018809,1837.717349,294.7679317,3558.162541,849.7712241,2137.710266,4068.89067,1610.039132,2276.138097,3067.026572,1620.257767,N,W,0,528,-87.69947837,42.06153615
3616,1413,1.10E+11,Brown Ave,-87.700381,42.060851,-87.70038262,42.06154004,-87.700372,42.062229,N,1.70E+11,1.70E+11,R3,R3,3741.400632,3975.412335,1890.778219,429.2078854,3638.942745,701.9131683,2087.803293,4107.025229,1752.776905,2169.232401,3090.383756,1484.129724,N,E,0,528,-87.69947837,42.06153615
3617,1414,1.10E+12,Lincoln St,-87.699153,42.062217,-87.6997625,42.0622225,-87.700372,42.062229,N,1.70E+11,1.70E+11,R3,R3,3597.827838,4052.231529,1942.384604,417.5871197,3674.561128,763.3596391,2176.130224,4166.908371,1684.493769,2259.439551,3156.744161,1501.666236,N,S,0,528,-87.69947837,42.06153615
1414,1414,1.10E+12,Lincoln St,-87.699153,42.062217,-87.6997625,42.0622225,-87.700372,42.062229,N,1.70E+11,1.70E+11,R3,R3,3597.827838,4052.231529,1942.384604,417.5871197,3674.561128,763.3596391,2176.130224,4166.908371,1684.493769,2259.439551,3156.744161,1501.666236,N,N,0,529,-87.70107222,42.06277329
1421,1421,1.10E+12,Lincoln St,-87.700372,42.062229,-87.70188789,42.0622471,-87.703401,42.062227,N,1.70E+11,1.70E+11,R3,R1,3760.839287,4055.993071,2013.905561,573.5476772,3774.244282,593.4216614,2130.490689,4218.319647,1854.361064,2143.482586,3192.59309,1338.928506,N,N,0,529,-87.70107222,42.06277329
1438,1438,1.10E+12,Prairie Ave,-87.699153,42.062217,-87.69958205,42.06274068,-87.700015,42.063261,N,1.70E+11,1.70E+11,R3,R5,3713.214748,4110.442468,1991.521689,440.0729219,3715.524787,790.7426036,2235.821791,4219.12404,1657.571496,2311.541964,3211.598722,1495.929733,N,W,0,529,-87.70107222,42.06277329
1440,1440,1.10E+12,Prairie Ave,-87.700015,42.063261,-87.7000585,42.0633095,-87.700102,42.063358,N,1.70E+11,1.70E+11,R5,R5,3966.579307,4173.500569,2064.741948,511.5433402,3790.232681,772.4896791,2284.771523,4290.646172,1684.758259,2331.946616,3280.672472,1439.214733,N,W,0,529,-87.70107222,42.06277329
